effect_id,card_id,card_name,card_class,kind,ordinal,name,text,printed_cost,printed_damage,engine_source_path,engine_source_line_start,engine_source_line_end,engine_starter,engine_method_calls,engine_effect_tokens,generic_extraction,current_encoder,audit_status
card:1102:trainer_effect:0,1102,Dusk Ball,trainer,trainer_effect,0,n/a,Look at the bottom 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3466,3470,playSkill,"[""playSkill"",""textEn"",""effectLookDeckBottomAndToHandRestDeckAndShuffle"",""targetPokemonCard""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1109:trainer_effect:0,1109,Miracle Headset,trainer,trainer_effect,0,n/a,Put up to 2 Supporter cards from your discard pile into your hand.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3528,3532,playSkill,"[""playSkill"",""textEn"",""effectTrashToHand"",""targetSupporter""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1113:trainer_effect:0,1113,N’s PP Up,trainer,trainer_effect,0,n/a,Attach a Basic Energy card from your discard pile to 1 of your Benched N’s Pokémon.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3556,3561,playSkill,"[""playSkill"",""textEn"",""effectSelectAttachBasicEnergyTrash"",""effectAttachFromEach"",""targetBench"",""targetCondition""]","[""TargetType"",""N""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1116:trainer_effect:0,1116,Energy Switch,trainer,trainer_effect,0,n/a,Move a Basic Energy from 1 of your Pokémon to another of your Pokémon.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3578,3582,playSkill,"[""playSkill"",""textEn"",""effectBasicEnergySwitch""]","[""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1118:trainer_effect:0,1118,Energy Retrieval,trainer,trainer_effect,0,n/a,Put up to 2 Basic Energy cards from your discard pile into your hand.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3590,3594,playSkill,"[""playSkill"",""textEn"",""effectTrashToHand"",""targetBasicEnergy""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1119:trainer_effect:0,1119,Energy Search,trainer,trainer_effect,0,n/a,"Search your deck for a Basic Energy card, reveal it, and put it into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3596,3600,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandAndShuffle"",""targetBasicEnergy""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1120:trainer_effect:0,1120,Crushing Hammer,trainer,trainer_effect,0,n/a,"Flip a coin. If heads, discard an Energy from 1 of your opponent’s Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3602,3608,playSkill,"[""playSkill"",""textEn"",""exist"",""effectBreakIfCoinTail"",""effect"",""targetAttachedEnergy"",""selectEnergy""]","[""ToTrash"",""Enemy""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1121:trainer_effect:0,1121,Ultra Ball,trainer,trainer_effect,0,n/a,"You can use this card only if you discard 2 other cards from your hand.

Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3610,3615,playSkill,"[""playSkill"",""textEn"",""costHandTrash"",""effectDeckToHandAndShuffle"",""targetPokemonCard""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1122:trainer_effect:0,1122,Pokégear 3.0,trainer,trainer_effect,0,n/a,Look at the top 7 cards of your deck. You may reveal a Supporter card you find there and put it into your hand. Shuffle the other cards back into your deck.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3617,3621,playSkill,"[""playSkill"",""textEn"",""effectLookAndToHandRestDeckAndShuffle"",""targetSupporter""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1123:trainer_effect:0,1123,Switch,trainer,trainer_effect,0,n/a,Switch your Active Pokémon with 1 of your Benched Pokémon.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3623,3627,playSkill,"[""playSkill"",""textEn"",""effectSwitch""]","[""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1129:trainer_effect:0,1129,Sacred Ash,trainer,trainer_effect,0,n/a,Shuffle up to 5 Pokémon from your discard pile into your deck.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,9966,9970,playSkill,"[""playSkill"",""textEn"",""effectTrashToDeckAndShuffle"",""targetPokemonCard""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1134:trainer_effect:0,1134,Team Rocket's Transceiver,trainer,trainer_effect,0,n/a,"Search your deck for a Supporter card that has “Team Rocket” in its name, reveal it, and put it into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10010,10014,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandAndShuffle"",""targetSupporter"",""targetNameContains""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1137:trainer_effect:0,1137,Tool Scrapper,trainer,trainer_effect,0,n/a,Choose up to 2 Pokémon Tools attached to Pokémon (yours or your opponent’s) and discard them.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10032,10037,playSkill,"[""playSkill"",""textEn"",""exist"",""effect"",""targetAttachedTool"",""selectTool""]","[""ToTrash"",""Both""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1139:trainer_effect:0,1139,Energy Recycler,trainer,trainer_effect,0,n/a,Shuffle up to 5 Basic Energy cards from your discard pile into your deck.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10048,10052,playSkill,"[""playSkill"",""textEn"",""effectTrashToDeckAndShuffle"",""targetBasicEnergy""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1141:trainer_effect:0,1141,Premium Power Pro,trainer,trainer_effect,0,n/a,"During this turn, attacks used by your {F} Pokémon do 30 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10060,10064,playSkill,"[""playSkill"",""textEn"",""effect"",""eVal""]","[""PlayerDamageChangeMyFighting"",""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1142:trainer_effect:0,1142,Fighting Gong,trainer,trainer_effect,0,n/a,"Search your deck for a Basic {F} Energy card or a Basic {F} Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10066,10070,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandAndShuffle"",""targetEnergyType"",""targetCondition""]","[""EnergyType"",""Fighting"",""TargetType"",""BasicPokemonOrBasicEnergy""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1145:trainer_effect:0,1145,Mega Signal,trainer,trainer_effect,0,n/a,"Search your deck for a Mega Evolution Pokémon {ex}, reveal it, and put it into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10085,10089,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandAndShuffle"",""targetCondition""]","[""TargetType"",""MegaEx""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1146:trainer_effect:0,1146,Wondrous Patch,trainer,trainer_effect,0,n/a,Attach a Basic {P} Energy card from your discard pile to 1 of your Benched {P} Pokémon.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10091,10098,playSkill,"[""playSkill"",""textEn"",""existMyTrash"",""targetCardId"",""existMyBench"",""targetEnergyType"",""effect"",""targetTrash"",""targetCardId"",""singleSelect"",""effectAttachFromEach"",""targetBench"",""targetEnergyType""]","[""PSYCHIC_ENERGY"",""Psychic"",""SelectAttachTo"",""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1147:trainer_effect:0,1147,Jumbo Ice Cream,trainer,trainer_effect,0,n/a,Heal 80 damage from your Active Pokémon that has 3 or more Energy attached.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10100,10105,playSkill,"[""playSkill"",""textEn"",""exist"",""targetDamaged"",""targetCondition"",""effect"",""eVal"",""targetActive""]","[""TargetType"",""AttachedEnergyCount"",""GreaterEqual"",""Heal"",""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1152:trainer_effect:0,1152,Poké Pad,trainer,trainer_effect,0,n/a,"Search your deck for a Pokémon that doesn’t have a Rule Box, reveal it, and put it into your hand. Then, shuffle your deck. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12425,12429,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandAndShuffle"",""targetPokemonCard"",""targetNotRulePokemon""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1155:trainer_effect:0,1155,Survival Brace,trainer,trainer_effect,0,n/a,"If the Pokémon this card is attached to has full HP and would be Knocked Out by damage from an attack from your opponent’s Pokémon, it is not Knocked Out, and its remaining HP becomes 10. Then, discard this card.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3665,3672,toolSkill,"[""toolSkill"",""textEn"",""triggerAttachedCard"",""effectTriggerSubject"",""eVal"",""separator"",""effectMe""]","[""TriggerType"",""PreKoFullEnemy"",""ResetHp"",""ToTrash""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1156:trainer_effect:0,1156,Lucky Helmet,trainer,trainer_effect,0,n/a,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), draw 2 cards.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3674,3679,toolSkill,"[""toolSkill"",""textEn"",""triggerAttachedCard"",""effectDraw""]","[""TriggerType"",""DamagedEnemyAttackActive""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1158:trainer_effect:0,1158,Maximum Belt,trainer,trainer_effect,0,n/a,Attacks used by the Pokémon this card is attached to do 50 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance).,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3689,3693,toolSkill,"[""toolSkill"",""textEn"",""effectToolContinual"",""eVal""]","[""DamageChangeEx""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":true,""raw"":{""kind"":""tool"",""mods"":[{""condition"":""defender_is_ex"",""stat"":""damage_dealt_delta"",""value"":50}]},""reason"":""current encoder represents only reviewed stat bakes""}",pending
card:1159:trainer_effect:0,1159,Hero’s Cape,trainer,trainer_effect,0,n/a,The Pokémon this card is attached to gets +100 HP.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3696,3700,toolSkill,"[""toolSkill"",""textEn"",""effectToolContinual"",""eVal""]","[""MaxHpChange""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1161:trainer_effect:0,1161,Handheld Fan,trainer,trainer_effect,0,n/a,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), move an Energy from the Attacking Pokémon to 1 of your opponent’s Benched Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3712,3719,toolSkill,"[""toolSkill"",""textEn"",""triggerAttachedCard"",""exist"",""targetCondition"",""effect"",""targetAttachedEnergy"",""targetCondition"",""selectEnergy"",""effect"",""eachSelectedList"",""targetBench"",""targetCondition"",""singleSelect""]","[""TriggerType"",""DamagedEnemyAttackActive"",""TargetType"",""TriggerObject"",""NotEqual"",""SelectSwitchEnergy"",""Enemy"",""AttachedTriggerObject"",""EnergySwitchEach""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1166:trainer_effect:0,1166,Gravity Gemstone,trainer,trainer_effect,0,n/a,"As long as the Pokémon this card is attached to is in the Active Spot, the Retreat Cost of both Active Pokémon is {C} more.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3750,3755,toolSkill,"[""toolSkill"",""textEn"",""exist"",""targetCondition"",""effect"",""eVal"",""targetActive""]","[""TargetType"",""Area"",""RetreatCostChange"",""Both""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":true,""raw"":{""kind"":""tool"",""mods"":[{""condition"":""is_active"",""scope"":""all"",""source_condition"":""source_is_active"",""stat"":""retreat_delta"",""value"":1}]},""reason"":""current encoder represents only reviewed stat bakes""}",pending
card:1167:trainer_effect:0,1167,Deluxe Bomb,trainer,trainer_effect,0,n/a,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), put 12 damage counters on the Attacking Pokémon. If you placed any damage counters in this way, discard this card.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3758,3765,toolSkill,"[""toolSkill"",""textEn"",""triggerAttachedCard"",""effectTriggerObject"",""eVal"",""separator"",""effectMe""]","[""TriggerType"",""DamagedEnemyAttackActive"",""DamageCounter"",""ToTrash""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1173:trainer_effect:0,1173,Cynthia's Power Weight,trainer,trainer_effect,0,n/a,The Cynthia’s Pokémon this card is attached to gets +70 HP.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10116,10120,toolSkill,"[""toolSkill"",""textEn"",""effectToolContinual"",""eVal"",""targetCondition""]","[""MaxHpChange"",""TargetType"",""Cynthia""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1174:trainer_effect:0,1174,Air Balloon,trainer,trainer_effect,0,n/a,The Retreat Cost of the Pokémon this card is attached to is {C}{C} less.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10122,10126,toolSkill,"[""toolSkill"",""textEn"",""effectToolContinual"",""eVal"",""priority""]","[""EffectType"",""RetreatCostChange""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":true,""raw"":{""kind"":""tool"",""mods"":[{""stat"":""retreat_delta"",""value"":-2}]},""reason"":""current encoder represents only reviewed stat bakes""}",pending
card:1175:trainer_effect:0,1175,Brave Bangle,trainer,trainer_effect,0,n/a,"If the Pokémon this card is attached to doesn’t have a Rule Box, the attacks it uses do 30 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance). (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10128,10132,toolSkill,"[""toolSkill"",""textEn"",""effectToolContinual"",""eVal"",""targetNotRulePokemon""]","[""DamageChangeEx""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":true,""raw"":{""kind"":""tool"",""mods"":[{""condition"":""holder_plain_defender_ex"",""stat"":""damage_dealt_delta"",""value"":30}]},""reason"":""current encoder represents only reviewed stat bakes""}",pending
card:1176:trainer_effect:0,1176,Punk Helmet,trainer,trainer_effect,0,n/a,"If the {D} Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), place 4 damage counters on the Attacking Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,10134,10139,toolSkill,"[""toolSkill"",""textEn"",""triggerAttachedCard"",""targetEnergyType"",""effectTriggerObject"",""eVal""]","[""TriggerType"",""DamagedEnemyAttackActive"",""Darkness"",""DamageCounter""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1182:trainer_effect:0,1182,Boss’s Orders,trainer,trainer_effect,0,n/a,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3812,3816,playSkill,"[""playSkill"",""textEn"",""effectSwitchEnemyBench""]",[],"{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1184:trainer_effect:0,1184,Lana’s Aid,trainer,trainer_effect,0,n/a,"Put up to 3 in any combination of Pokémon that don’t have a Rule Box and Basic Energy cards from your discard pile into your hand. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3828,3832,playSkill,"[""playSkill"",""textEn"",""effectTrashToHand"",""targetCondition""]","[""TargetType"",""NotRulePokemonCardOrBasicEnergy""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1185:trainer_effect:0,1185,Explorer’s Guidance,trainer,trainer_effect,0,n/a,Look at the top 6 cards of your deck and put 2 of them into your hand. Discard the other cards.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3835,3842,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""effect"",""eVal"",""effect"",""targetLooking"",""multiSelect"",""effect"",""targetLooking""]","[""LookDeck"",""Me"",""ToHandReverse"",""ToTrash""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1186:trainer_effect:0,1186,Eri,trainer,trainer_effect,0,n/a,"Your opponent reveals their hand, and you discard up to 2 Item cards you find there.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3844,3851,playSkill,"[""playSkill"",""textEn"",""exist"",""effect"",""targetHand"",""effect"",""targetLooking"",""targetItem"",""maxSelect"",""cannotNoSelect"",""effect"",""targetLooking""]","[""ToLooking"",""Enemy"",""ToTrash"",""ToHand""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1187:trainer_effect:0,1187,Morty’s Conviction,trainer,trainer_effect,0,n/a,"You can use this card only if you discard another card from your hand.

Draw a card for each of your opponent’s Benched Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3853,3861,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""existEnemyBench"",""costHandTrash"",""effect"",""targetBench"",""effectDraw"",""multiplyEffectValuePreTargetCount""]","[""NoEffect"",""Enemy""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1188:trainer_effect:0,1188,Ciphermaniac’s Codebreaking,trainer,trainer_effect,0,n/a,"Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3864,3871,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""effect"",""targetDeck"",""multiSelect"",""setContext"",""effectShuffle"",""effect"",""targetLooking""]","[""ToLooking"",""Me"",""ToDeckReverse""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1189:trainer_effect:0,1189,Salvatore,trainer,trainer_effect,0,n/a,"Search your deck for a card that has no Abilities and evolves from 1 of your Pokémon, and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can use this card on a Pokémon you put down when you were setting up to play or on a Pokémon that was put into play this turn.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3873,3880,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""effect"",""targetDeck"",""targetCondition"",""targetCondition"",""maxSelect"",""effectEvolvesFromEach"",""targetPokemon"",""effectShuffle""]","[""SelectEvolvesTo"",""Me"",""TargetType"",""CanEvolveField"",""HasAbility"",""NotEqual""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1191:trainer_effect:0,1191,Kieran,trainer,trainer_effect,0,n/a,"Choose 1:

• Switch your Active Pokémon with 1 of your Benched Pokémon.
• During this turn, attacks used by your Pokémon do 30 more damage to your opponent’s Active Pokémon {ex} and Active Pokémon {V} (before applying Weakness and Resistance).",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3889,3896,playSkill,"[""playSkill"",""textEn"",""secondEffectStartIndex"",""effectSwitch"",""conditionAlwaysFail"",""effect"",""eVal""]","[""Me"",""PlayerDamageChangeEx""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1192:trainer_effect:0,1192,Carmine,trainer,trainer_effect,0,n/a,"If you go first, you may use this card during your first turn.

Discard your hand and draw 5 cards.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3898,3905,playSkill,"[""playSkill"",""textEn"",""existMyHand"",""target"",""notMe"",""effect"",""targetHand"",""effectDraw"",""canPlayFirstTurn""]","[""AreaType"",""Deck"",""ToTrash"",""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1194:trainer_effect:0,1194,Colress’s Tenacity,trainer,trainer_effect,0,n/a,"Search your deck for a Stadium card and an Energy card, reveal them, and put them into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3914,3921,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""effect"",""targetDeck"",""targetStadiumCard"",""maxSelect"",""effect"",""targetDeck"",""targetEnergyCard"",""maxSelect"",""effectShuffle""]","[""EffectType"",""ToHand"",""TargetPlayer"",""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1195:trainer_effect:0,1195,Janine’s Secret Art,trainer,trainer_effect,0,n/a,"Choose up to 2 of your {D} Pokémon. For each of those Pokémon, search your deck for a Basic {D} Energy card and attach it to that Pokémon. Then, shuffle your deck. If you attached Energy to your Active Pokémon in this way, it is now Poisoned.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3923,3932,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""effectSelectAttachFrom"",""targetEnergyType"",""effectAttachToEach"",""targetDeck"",""targetCardId"",""singleSelect"",""effectShuffle"",""condition"",""effect""]","[""Darkness"",""DARKNESS_ENERGY"",""ConditionType"",""AttachActive"",""Poison"",""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1197:trainer_effect:0,1197,Xerosic’s Machinations,trainer,trainer_effect,0,n/a,Your opponent discards cards from their hand until they have 3 cards in their hand.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3942,3947,playSkill,"[""playSkill"",""textEn"",""conditionGreaterEqual"",""targetHand"",""effect"",""targetHand"",""select"",""enemySelect""]","[""Enemy"",""ToTrash""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1198:trainer_effect:0,1198,Crispin,trainer,trainer_effect,0,n/a,"Search your deck for up to 2 Basic Energy cards of different types, reveal them, and put 1 of them into your hand. Attach the other to 1 of your Pokémon. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3949,3957,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandNoShuffle"",""targetBasicEnergy"",""addCheckList"",""existEffected"",""failSkip"",""effectSelectAttachBasicEnergyDeck"",""targetCondition"",""effectAttachFromEach"",""targetPokemon"",""seeingDeck"",""effectShuffle""]","[""TargetType"",""NotChecked""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1202:trainer_effect:0,1202,Drayton,trainer,trainer_effect,0,n/a,Look at the top 7 cards of your deck. You may reveal a Pokémon and a Trainer card you find there and put them into your hand. Shuffle the other cards back into your deck.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3986,3995,playSkill,"[""playSkill"",""textEn"",""existMyDeck"",""effect"",""eVal"",""effect"",""targetLooking"",""targetPokemonCard"",""maxSelect"",""effect"",""targetLooking"",""targetTrainer"",""maxSelect"",""effect"",""targetLooking"",""effectShuffle""]","[""LookDeck"",""Me"",""ToHand"",""ToDeckReverse""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1203:trainer_effect:0,1203,Surfer,trainer,trainer_effect,0,n/a,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, draw cards until you have 5 cards in your hand.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,3997,4003,playSkill,"[""playSkill"",""textEn"",""effectSwitch"",""separator"",""effectDrawUntil""]","[""Me""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1204:trainer_effect:0,1204,Lisia’s Appeal,trainer,trainer_effect,0,n/a,"Switch in 1 of your opponent’s Benched Basic Pokémon to the Active Spot. If you do, the new Active Pokémon is now Confused.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,4005,4011,playSkill,"[""playSkill"",""textEn"",""effectSwitchEnemyBench"",""targetBasicPokemon"",""separator"",""effect""]","[""Confuse"",""Enemy""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
card:1205:trainer_effect:0,1205,Cyrano,trainer,trainer_effect,0,n/a,"Search your deck for up to 3 Pokémon {ex}, reveal them, and put them into your hand. Then, shuffle your deck.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,4013,4017,playSkill,"[""playSkill"",""textEn"",""effectDeckToHandAndShuffle"",""targetPokemonCard"",""targetCondition""]","[""TargetType"",""Ex""]","{""raw"":null,""status"":""no_current_general_parser""}","{""included"":false,""raw"":null,""reason"":""not represented""}",pending
