card_id,card_name,card_class,subtype,metadata_resolved,dataset_dates,source_archives,games_with_card,decks_with_card,total_copies,min_copies_in_containing_deck,max_copies_in_containing_deck,first_dataset_date,last_dataset_date,per_date
920,Tapu Bulu,pokemon,Basic Pokémon,True,"[""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",6,6,12,2,2,2026-07-13,2026-07-13,"{""2026-07-13"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12}}"
959,Togepi,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",278,278,278,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":186,""games_with_card"":186,""total_copies"":186},""2026-07-13"":{""decks_with_card"":85,""games_with_card"":85,""total_copies"":85},""2026-07-14"":{""decks_with_card"":7,""games_with_card"":7,""total_copies"":7}}"
970,Fezandipiti,pokemon,Basic Pokémon,True,"[""2026-07-12""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip""]",3,3,6,2,2,2026-07-12,2026-07-12,"{""2026-07-12"":{""decks_with_card"":3,""games_with_card"":3,""total_copies"":6}}"
1030,Staryu,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1736,1756,6238,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":403,""games_with_card"":402,""total_copies"":1507},""2026-07-13"":{""decks_with_card"":736,""games_with_card"":724,""total_copies"":2666},""2026-07-14"":{""decks_with_card"":617,""games_with_card"":610,""total_copies"":2065}}"
1031,Mega Starmie ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1736,1756,5291,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":403,""games_with_card"":402,""total_copies"":1215},""2026-07-13"":{""decks_with_card"":736,""games_with_card"":724,""total_copies"":2225},""2026-07-14"":{""decks_with_card"":617,""games_with_card"":610,""total_copies"":1851}}"
1051,Binacle,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",20,20,40,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4,""games_with_card"":4,""total_copies"":8},""2026-07-13"":{""decks_with_card"":14,""games_with_card"":14,""total_copies"":28},""2026-07-14"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":4}}"
1052,Barbaracle,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",20,20,40,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4,""games_with_card"":4,""total_copies"":8},""2026-07-13"":{""decks_with_card"":14,""games_with_card"":14,""total_copies"":28},""2026-07-14"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":4}}"
1071,Meowth ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",679,685,709,1,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":470,""games_with_card"":464,""total_copies"":482},""2026-07-13"":{""decks_with_card"":185,""games_with_card"":185,""total_copies"":195},""2026-07-14"":{""decks_with_card"":30,""games_with_card"":30,""total_copies"":32}}"
1077,Roto-Stick,trainer,Item,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",16,16,49,3,4,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":18},""2026-07-13"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":31}}"
1079,Rare Candy,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",12088,16487,53984,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4647,""games_with_card"":3670,""total_copies"":15215},""2026-07-13"":{""decks_with_card"":5851,""games_with_card"":4208,""total_copies"":19229},""2026-07-14"":{""decks_with_card"":5989,""games_with_card"":4210,""total_copies"":19540}}"
1080,Unfair Stamp,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",4258,4534,4534,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1518,""games_with_card"":1418,""total_copies"":1518},""2026-07-13"":{""decks_with_card"":1470,""games_with_card"":1383,""total_copies"":1470},""2026-07-14"":{""decks_with_card"":1546,""games_with_card"":1457,""total_copies"":1546}}"
1081,Enhanced Hammer,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10441,13085,44902,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4006,""games_with_card"":3286,""total_copies"":13199},""2026-07-13"":{""decks_with_card"":4494,""games_with_card"":3559,""total_copies"":15672},""2026-07-14"":{""decks_with_card"":4585,""games_with_card"":3596,""total_copies"":16031}}"
1086,Buddy-Buddy Poffin,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",14992,28277,111635,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":9384,""games_with_card"":5039,""total_copies"":36590},""2026-07-13"":{""decks_with_card"":9370,""games_with_card"":5027,""total_copies"":37050},""2026-07-14"":{""decks_with_card"":9523,""games_with_card"":4926,""total_copies"":37995}}"
1087,Hand Trimmer,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",5827,6345,8766,1,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":2239,""games_with_card"":2058,""total_copies"":3159},""2026-07-13"":{""decks_with_card"":2036,""games_with_card"":1861,""total_copies"":2841},""2026-07-14"":{""decks_with_card"":2070,""games_with_card"":1908,""total_copies"":2766}}"
1088,Prime Catcher,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",9,9,9,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":6},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":2},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
1092,Secret Box,trainer,Item,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",198,198,198,1,1,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":198,""games_with_card"":198,""total_copies"":198}}"
1094,Bug Catching Set,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1760,1793,5959,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":516,""games_with_card"":516,""total_copies"":1613},""2026-07-13"":{""decks_with_card"":533,""games_with_card"":527,""total_copies"":1622},""2026-07-14"":{""decks_with_card"":744,""games_with_card"":717,""total_copies"":2724}}"
1095,Dangerous Laser,trainer,Item,True,"[""2026-07-12""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip""]",147,148,148,1,1,2026-07-12,2026-07-12,"{""2026-07-12"":{""decks_with_card"":148,""games_with_card"":147,""total_copies"":148}}"
1097,Night Stretcher,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",13031,18708,29198,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":5794,""games_with_card"":4208,""total_copies"":9504},""2026-07-13"":{""decks_with_card"":6275,""games_with_card"":4379,""total_copies"":9661},""2026-07-14"":{""decks_with_card"":6639,""games_with_card"":4444,""total_copies"":10033}}"
1098,Glass Trumpet,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",9,9,18,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":4},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":2}}"
1102,Dusk Ball,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",174,175,687,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":108,""games_with_card"":107,""total_copies"":429},""2026-07-13"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":104},""2026-07-14"":{""decks_with_card"":40,""games_with_card"":40,""total_copies"":154}}"
1109,Miracle Headset,trainer,Item,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",16,16,16,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":6},""2026-07-13"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":10}}"
1113,N’s PP Up,trainer,Item,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",12,12,48,4,4,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":40},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":8}}"
1116,Energy Switch,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10,10,37,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":7,""games_with_card"":7,""total_copies"":25},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":8},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":4}}"
1118,Energy Retrieval,trainer,Item,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",18,18,18,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":4,""games_with_card"":4,""total_copies"":4},""2026-07-13"":{""decks_with_card"":14,""games_with_card"":14,""total_copies"":14}}"
1119,Energy Search,trainer,Item,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",197,197,393,1,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":147,""games_with_card"":147,""total_copies"":293},""2026-07-13"":{""decks_with_card"":50,""games_with_card"":50,""total_copies"":100}}"
1120,Crushing Hammer,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",2726,2875,8497,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1553,""games_with_card"":1433,""total_copies"":4207},""2026-07-13"":{""decks_with_card"":628,""games_with_card"":617,""total_copies"":2032},""2026-07-14"":{""decks_with_card"":694,""games_with_card"":676,""total_copies"":2258}}"
1121,Ultra Ball,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",4124,4398,11044,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1960,""games_with_card"":1825,""total_copies"":4987},""2026-07-13"":{""decks_with_card"":1746,""games_with_card"":1627,""total_copies"":4444},""2026-07-14"":{""decks_with_card"":692,""games_with_card"":672,""total_copies"":1613}}"
1122,Pokégear 3.0,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",9027,10750,36304,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":3529,""games_with_card"":2999,""total_copies"":12166},""2026-07-13"":{""decks_with_card"":3643,""games_with_card"":3025,""total_copies"":12257},""2026-07-14"":{""decks_with_card"":3578,""games_with_card"":3003,""total_copies"":11881}}"
1123,Switch,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",6322,6971,25701,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":2462,""games_with_card"":2233,""total_copies"":8739},""2026-07-13"":{""decks_with_card"":2120,""games_with_card"":1933,""total_copies"":8125},""2026-07-14"":{""decks_with_card"":2389,""games_with_card"":2156,""total_copies"":8837}}"
1129,Sacred Ash,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10378,13049,13486,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":3729,""games_with_card"":3101,""total_copies"":4041},""2026-07-13"":{""decks_with_card"":4439,""games_with_card"":3523,""total_copies"":4558},""2026-07-14"":{""decks_with_card"":4881,""games_with_card"":3754,""total_copies"":4887}}"
1134,Team Rocket's Transceiver,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1224,1229,4916,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":457,""games_with_card"":457,""total_copies"":1828},""2026-07-13"":{""decks_with_card"":520,""games_with_card"":515,""total_copies"":2080},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":1008}}"
1137,Tool Scrapper,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1415,1443,1443,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":778,""games_with_card"":761,""total_copies"":778},""2026-07-13"":{""decks_with_card"":436,""games_with_card"":426,""total_copies"":436},""2026-07-14"":{""decks_with_card"":229,""games_with_card"":228,""total_copies"":229}}"
1139,Energy Recycler,trainer,Item,True,"[""2026-07-12""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip""]",148,149,445,1,3,2026-07-12,2026-07-12,"{""2026-07-12"":{""decks_with_card"":149,""games_with_card"":148,""total_copies"":445}}"
1141,Premium Power Pro,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",215,216,773,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":111,""games_with_card"":110,""total_copies"":440},""2026-07-13"":{""decks_with_card"":33,""games_with_card"":33,""total_copies"":125},""2026-07-14"":{""decks_with_card"":72,""games_with_card"":72,""total_copies"":208}}"
1142,Fighting Gong,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1149,1186,4508,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":770,""games_with_card"":736,""total_copies"":2954},""2026-07-13"":{""decks_with_card"":292,""games_with_card"":289,""total_copies"":1098},""2026-07-14"":{""decks_with_card"":124,""games_with_card"":124,""total_copies"":456}}"
1145,Mega Signal,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",865,868,2565,2,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":140,""games_with_card"":140,""total_copies"":397},""2026-07-13"":{""decks_with_card"":297,""games_with_card"":296,""total_copies"":901},""2026-07-14"":{""decks_with_card"":431,""games_with_card"":429,""total_copies"":1267}}"
1146,Wondrous Patch,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",488,490,490,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":269,""games_with_card"":267,""total_copies"":269},""2026-07-13"":{""decks_with_card"":86,""games_with_card"":86,""total_copies"":86},""2026-07-14"":{""decks_with_card"":135,""games_with_card"":135,""total_copies"":135}}"
1147,Jumbo Ice Cream,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",6734,7504,29533,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":2810,""games_with_card"":2503,""total_copies"":11074},""2026-07-13"":{""decks_with_card"":2343,""games_with_card"":2116,""total_copies"":9065},""2026-07-14"":{""decks_with_card"":2351,""games_with_card"":2115,""total_copies"":9394}}"
1152,Poké Pad,trainer,Item,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",14381,23197,90990,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":7869,""games_with_card"":4872,""total_copies"":30868},""2026-07-13"":{""decks_with_card"":7775,""games_with_card"":4809,""total_copies"":30751},""2026-07-14"":{""decks_with_card"":7553,""games_with_card"":4700,""total_copies"":29371}}"
1155,Survival Brace,trainer,Pokémon Tool,True,"[""2026-07-12""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip""]",1,1,1,1,1,2026-07-12,2026-07-12,"{""2026-07-12"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
1156,Lucky Helmet,trainer,Pokémon Tool,True,"[""2026-07-12""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip""]",5,5,5,1,1,2026-07-12,2026-07-12,"{""2026-07-12"":{""decks_with_card"":5,""games_with_card"":5,""total_copies"":5}}"
1158,Maximum Belt,trainer,Pokémon Tool,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",9,9,9,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":8,""games_with_card"":8,""total_copies"":8},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
